qualifyId,circuitId,raceId,driverId,constructorId,year,date,number,position,q1,q2,q3
2041,1,224,14,1,1996,1996-03-10,8,13,1:35.351,\N,\N
2042,1,224,65,15,1996,1996-03-10,14,14,1:35.453,\N,\N
2043,1,224,79,25,1996,1996-03-10,18,15,1:35.715,\N,\N
2044,1,224,21,18,1996,1996-03-10,21,16,1:35.898,\N,\N
2045,1,224,83,18,1996,1996-03-10,20,17,1:36.109,\N,\N
2046,1,224,73,29,1996,1996-03-10,16,18,1:36.198,\N,\N
2047,1,224,84,17,1996,1996-03-10,12,19,1:36.286,\N,\N
2048,1,224,64,27,1996,1996-03-10,10,20,1:36.298,\N,\N
2049,18,225,71,3,1996,1996-03-31,5,1,1:18.111,\N,\N
2050,18,225,22,17,1996,1996-03-31,11,2,1:19.092,\N,\N
2051,18,225,35,3,1996,1996-03-31,6,3,1:19.254,\N,\N
2052,18,225,30,6,1996,1996-03-31,1,4,1:19.474,\N,\N
2053,18,225,55,22,1996,1996-03-31,3,5,1:19.484,\N,\N
2054,18,225,84,17,1996,1996-03-31,12,6,1:19.519,\N,\N
2055,18,225,57,1,1996,1996-03-31,7,7,1:19.607,\N,\N
2056,18,225,77,22,1996,1996-03-31,4,8,1:19.762,\N,\N
2057,18,225,49,15,1996,1996-03-31,15,9,1:19.799,\N,\N
2058,18,225,56,6,1996,1996-03-31,2,10,1:19.951,\N,\N
2059,18,225,63,25,1996,1996-03-31,19,11,1:20.000,\N,\N
2060,18,225,65,15,1996,1996-03-31,14,12,1:20.144,\N,\N
2061,18,225,50,29,1996,1996-03-31,17,13,1:20.157,\N,\N
2062,18,225,14,1,1996,1996-03-31,8,14,1:20.167,\N,\N
2063,18,225,44,27,1996,1996-03-31,9,15,1:20.426,\N,\N
2064,18,225,79,25,1996,1996-03-31,18,16,1:20.427,\N,\N
2065,18,225,73,29,1996,1996-03-31,16,17,1:20.440,\N,\N
2066,18,225,83,18,1996,1996-03-31,20,18,1:21.491,\N,\N
2067,18,225,69,28,1996,1996-03-31,22,19,1:23.174,\N,\N
2068,18,225,85,28,1996,1996-03-31,23,20,1:23.454,\N,\N
2069,18,225,58,18,1996,1996-03-31,21,21,\N,\N,\N
2070,18,225,64,27,1996,1996-03-31,10,22,\N,\N,\N
2071,25,226,71,3,1996,1996-04-07,5,1,1:30.346,\N,\N
2072,25,226,30,6,1996,1996-04-07,1,2,1:30.598,\N,\N
2073,25,226,35,3,1996,1996-04-07,6,3,1:30.907,\N,\N
2074,25,226,55,22,1996,1996-04-07,3,4,1:31.038,\N,\N
2075,25,226,77,22,1996,1996-04-07,4,5,1:31.262,\N,\N
2076,25,226,22,17,1996,1996-04-07,11,6,1:31.404,\N,\N
2077,25,226,50,29,1996,1996-04-07,17,7,1:31.615,\N,\N
2078,25,226,57,1,1996,1996-04-07,7,8,1:31.801,\N,\N
2079,25,226,14,1,1996,1996-04-07,8,9,1:32.001,\N,\N
2080,25,226,56,6,1996,1996-04-07,2,10,1:32.058,\N,\N
2081,25,226,49,15,1996,1996-04-07,15,11,1:32.130,\N,\N
2082,25,226,44,27,1996,1996-04-07,9,12,1:32.177,\N,\N
2083,25,226,79,25,1996,1996-04-07,18,13,1:32.407,\N,\N
2084,25,226,58,18,1996,1996-04-07,21,14,1:32.502,\N,\N
2085,25,226,84,17,1996,1996-04-07,12,15,1:32.696,\N,\N
2086,25,226,63,25,1996,1996-04-07,19,16,1:32.903,\N,\N
2087,25,226,65,15,1996,1996-04-07,14,17,1:33.256,\N,\N
2088,25,226,64,27,1996,1996-04-07,10,18,1:33.424,\N,\N
2089,25,226,83,18,1996,1996-04-07,20,19,1:33.727,\N,\N
2090,25,226,73,29,1996,1996-04-07,16,20,1:33.752,\N,\N
2091,25,226,69,28,1996,1996-04-07,22,21,1:34.830,\N,\N
2092,25,226,85,28,1996,1996-04-07,23,22,1:35.651,\N,\N
2093,20,227,71,3,1996,1996-04-28,5,1,1:18.941,\N,\N
2094,20,227,35,3,1996,1996-04-28,6,2,1:19.721,\N,\N
2095,20,227,30,6,1996,1996-04-28,1,3,1:20.149,\N,\N
2096,20,227,55,22,1996,1996-04-28,3,4,1:20.711,\N,\N
2097,20,227,22,17,1996,1996-04-28,11,5,1:20.818,\N,\N
2098,20,227,14,1,1996,1996-04-28,8,6,1:20.888,\N,\N
2099,20,227,56,6,1996,1996-04-28,2,7,1:20.931,\N,\N
2100,20,227,77,22,1996,1996-04-28,4,8,1:21.054,\N,\N
2101,20,227,57,1,1996,1996-04-28,7,9,1:21.078,\N,\N
2102,20,227,49,15,1996,1996-04-28,15,10,1:21.113,\N,\N
2103,20,227,84,17,1996,1996-04-28,12,11,1:21.177,\N,\N
2104,20,227,65,15,1996,1996-04-28,14,12,1:21.210,\N,\N
2105,20,227,50,29,1996,1996-04-28,17,13,1:21.367,\N,\N
2106,20,227,63,25,1996,1996-04-28,19,14,1:21.458,\N,\N
2107,20,227,44,27,1996,1996-04-28,9,15,1:21.509,\N,\N
2108,20,227,79,25,1996,1996-04-28,18,16,1:21.812,\N,\N
2109,20,227,64,27,1996,1996-04-28,10,17,1:22.733,\N,\N
2110,20,227,21,18,1996,1996-04-28,21,18,1:22.921,\N,\N
2111,20,227,83,18,1996,1996-04-28,20,19,1:23.139,\N,\N
2112,20,227,73,29,1996,1996-04-28,16,20,1:23.620,\N,\N
2113,21,228,30,6,1996,1996-05-05,1,1,1:26.890,\N,\N
2114,21,228,71,3,1996,1996-05-05,5,2,1:27.105,\N,\N
2115,21,228,35,3,1996,1996-05-05,6,3,1:27.220,\N,\N
2116,21,228,14,1,1996,1996-05-05,8,4,1:27.688,\N,\N
2117,21,228,55,22,1996,1996-05-05,3,5,1:28.009,\N,\N
2118,21,228,56,6,1996,1996-05-05,2,6,1:28.205,\N,\N
2119,21,228,77,22,1996,1996-05-05,4,7,1:28.336,\N,\N
2120,21,228,63,25,1996,1996-05-05,19,8,1:28.423,\N,\N
2121,21,228,22,17,1996,1996-05-05,11,9,1:28.632,\N,\N
2122,21,228,49,15,1996,1996-05-05,15,10,1:28.785,\N,\N
2123,21,228,57,1,1996,1996-05-05,7,11,1:29.079,\N,\N
2125,21,228,44,27,1996,1996-05-05,9,13,1:29.472,\N,\N
2126,21,228,50,29,1996,1996-05-05,17,14,1:29.539,\N,\N
2127,21,228,65,15,1996,1996-05-05,14,15,1:29.541,\N,\N
2128,21,228,79,25,1996,1996-05-05,18,16,1:29.892,\N,\N
2129,21,228,64,27,1996,1996-05-05,10,17,1:29.989,\N,\N
2130,21,228,83,18,1996,1996-05-05,20,18,1:30.471,\N,\N
2131,21,228,21,18,1996,1996-05-05,21,19,1:30.814,\N,\N
2132,21,228,73,29,1996,1996-05-05,16,20,1:31.316,\N,\N
2133,21,228,69,28,1996,1996-05-05,22,21,1:32.037,\N,\N
2134,6,229,30,6,1996,1996-05-19,1,1,1:20.356,\N,\N
2135,6,229,71,3,1996,1996-05-19,5,2,1:20.866,\N,\N
2136,6,229,55,22,1996,1996-05-19,3,3,1:20.918,\N,\N
2137,6,229,77,22,1996,1996-05-19,4,4,1:21.067,\N,\N
2138,6,229,14,1,1996,1996-05-19,8,5,1:21.460,\N,\N
2139,6,229,22,17,1996,1996-05-19,11,6,1:21.504,\N,\N
2140,6,229,56,6,1996,1996-05-19,2,7,1:21.542,\N,\N
2141,6,229,57,1,1996,1996-05-19,7,8,1:21.688,\N,\N
2142,6,229,49,15,1996,1996-05-19,15,9,1:21.929,\N,\N
2143,6,229,35,3,1996,1996-05-19,6,10,1:21.963,\N,\N
2144,6,229,63,25,1996,1996-05-19,19,11,1:22.235,\N,\N
2145,6,229,50,29,1996,1996-05-19,17,12,1:22.327,\N,\N
2146,6,229,65,15,1996,1996-05-19,14,13,1:22.346,\N,\N
2147,6,229,44,27,1996,1996-05-19,9,14,1:22.358,\N,\N
2148,6,229,79,25,1996,1996-05-19,18,15,1:22.460,\N,\N
2149,6,229,84,17,1996,1996-05-19,12,16,1:22.519,\N,\N
2150,6,229,64,27,1996,1996-05-19,10,17,1:22.682,\N,\N
2151,6,229,21,18,1996,1996-05-19,21,18,1:22.684,\N,\N
2152,6,229,83,18,1996,1996-05-19,20,19,1:23.350,\N,\N
2153,6,229,73,29,1996,1996-05-19,16,20,1:24.976,\N,\N
2154,6,229,69,28,1996,1996-05-19,22,21,1:25.059,\N,\N
2155,6,229,85,28,1996,1996-05-19,23,22,1:25.393,\N,\N
2156,4,230,71,3,1996,1996-06-02,5,1,1:20.650,\N,\N
2157,4,230,35,3,1996,1996-06-02,6,2,1:21.084,\N,\N
2158,4,230,30,6,1996,1996-06-02,1,3,1:21.587,\N,\N
2159,4,230,55,22,1996,1996-06-02,3,4,1:22.061,\N,\N
2160,4,230,77,22,1996,1996-06-02,4,5,1:22.125,\N,\N
2161,4,230,56,6,1996,1996-06-02,2,6,1:22.333,\N,\N
2162,4,230,22,17,1996,1996-06-02,11,7,1:22.379,\N,\N
2163,4,230,44,27,1996,1996-06-02,9,8,1:22.685,\N,\N
2164,4,230,65,15,1996,1996-06-02,14,9,1:23.027,\N,\N
2165,4,230,57,1,1996,1996-06-02,7,10,1:23.070,\N,\N
2166,4,230,49,15,1996,1996-06-02,15,11,1:23.195,\N,\N
2167,4,230,63,25,1996,1996-06-02,19,12,1:23.224,\N,\N
2168,4,230,50,29,1996,1996-06-02,17,13,1:23.371,\N,\N
2169,4,230,14,1,1996,1996-06-02,8,14,1:23.416,\N,\N
2170,4,230,84,17,1996,1996-06-02,12,15,1:23.438,\N,\N
2171,4,230,79,25,1996,1996-06-02,18,16,1:24.401,\N,\N
2172,4,230,64,27,1996,1996-06-02,10,17,1:24.468,\N,\N
2173,4,230,83,18,1996,1996-06-02,20,18,1:25.274,\N,\N
2174,4,230,21,18,1996,1996-06-02,21,19,1:25.531,\N,\N
2175,4,230,73,29,1996,1996-06-02,16,20,1:25.621,\N,\N
2176,18,240,71,3,1995,1995-03-26,5,1,1:20.081,\N,\N
2177,18,240,30,22,1995,1995-03-26,1,2,1:20.382,\N,\N
2178,18,240,14,3,1995,1995-03-26,6,3,1:20.422,\N,\N
2179,18,240,65,22,1995,1995-03-26,2,4,1:20.888,\N,\N
2180,18,240,77,6,1995,1995-03-26,28,5,1:20.906,\N,\N
2181,18,240,55,6,1995,1995-03-26,27,6,1:21.041,\N,\N
2182,18,240,57,1,1995,1995-03-26,8,7,1:21.399,\N,\N
2183,18,240,56,17,1995,1995-03-26,15,8,1:21.749,\N,\N
2184,18,240,87,1,1995,1995-03-26,7,9,1:21.779,\N,\N
2185,18,240,44,27,1995,1995-03-26,26,10,1:21.914,\N,\N
2186,18,240,79,25,1995,1995-03-26,3,11,1:22.325,\N,\N
2187,18,240,63,25,1995,1995-03-26,4,12,1:22.416,\N,\N
2188,18,240,81,29,1995,1995-03-26,9,13,1:22.468,\N,\N
2189,18,240,49,15,1995,1995-03-26,30,14,1:22.872,\N,\N
2190,18,240,88,27,1995,1995-03-26,25,15,1:22.971,\N,\N
2191,18,240,22,17,1995,1995-03-26,14,16,1:22.975,\N,\N
2192,18,240,94,18,1995,1995-03-26,23,17,1:24.383,\N,\N
2193,18,240,69,18,1995,1995-03-26,24,18,1:24.443,\N,\N
2194,18,240,91,15,1995,1995-03-26,29,19,1:24.723,\N,\N
2195,18,240,92,30,1995,1995-03-26,16,20,1:25.127,\N,\N
2196,18,240,89,29,1995,1995-03-26,10,21,1:25.225,\N,\N
2197,18,240,85,30,1995,1995-03-26,17,22,1:25.886,\N,\N
2198,18,240,90,28,1995,1995-03-26,22,23,1:26.269,\N,\N
2199,18,240,50,31,1995,1995-03-26,12,24,1:27.323,\N,\N
2200,18,240,64,28,1995,1995-03-26,21,25,1:27.792,\N,\N
2201,18,240,93,31,1995,1995-03-26,11,26,1:28.106,\N,\N
2202,25,241,14,3,1995,1995-04-09,6,1,1:53.241,\N,\N
2203,25,241,71,3,1995,1995-04-09,5,2,1:54.057,\N,\N
2204,25,241,30,22,1995,1995-04-09,1,3,1:54.272,\N,\N
2205,25,241,56,17,1995,1995-04-09,15,4,1:54.381,\N,\N
2206,25,241,57,1,1995,1995-04-09,8,5,1:54.529,\N,\N
2207,25,241,55,6,1995,1995-04-09,27,6,1:54.637,\N,\N
2208,25,241,63,25,1995,1995-04-09,4,7,1:54.757,\N,\N
2209,25,241,77,6,1995,1995-04-09,28,8,1:55.276,\N,\N
2210,25,241,49,15,1995,1995-04-09,30,9,1:55.583,\N,\N
2211,25,241,22,17,1995,1995-04-09,14,10,1:56.114,\N,\N
2212,25,241,65,22,1995,1995-04-09,6,11,1:57.068,\N,\N
2213,25,241,81,29,1995,1995-04-09,9,12,1:57.092,\N,\N
2214,25,241,69,18,1995,1995-04-09,24,13,1:57.167,\N,\N
2215,25,241,50,31,1995,1995-04-09,12,14,1:57.231,\N,\N
2216,25,241,79,25,1995,1995-04-09,3,15,1:57.484,\N,\N
2217,25,241,94,18,1995,1995-04-09,23,16,1:58.066,\N,\N
2218,25,241,87,1,1995,1995-04-09,7,17,1:58.660,\N,\N
2219,25,241,44,27,1995,1995-04-09,26,18,1:58.824,\N,\N
2220,25,241,88,27,1995,1995-04-09,25,19,1:58.882,\N,\N
2221,25,241,93,31,1995,1995-04-09,11,20,1:59.539,\N,\N
2222,25,241,91,15,1995,1995-04-09,29,21,2:00.751,\N,\N
2223,25,241,85,30,1995,1995-04-09,17,22,2:01.763,\N,\N
2224,25,241,92,30,1995,1995-04-09,16,23,2:04.050,\N,\N
2225,25,241,90,28,1995,1995-04-09,22,24,2:04.481,\N,\N
2226,25,241,64,28,1995,1995-04-09,21,25,2:05.932,\N,\N
2227,25,241,89,29,1995,1995-04-09,10,26,2:07.298,\N,\N
2228,21,242,30,22,1995,1995-04-30,1,1,1:27.274,\N,\N
2229,21,242,77,6,1995,1995-04-30,28,2,1:27.282,\N,\N
2230,21,242,14,3,1995,1995-04-30,6,3,1:27.459,\N,\N
2231,21,242,71,3,1995,1995-04-30,5,4,1:27.512,\N,\N
2232,21,242,55,6,1995,1995-04-30,27,5,1:27.813,\N,\N
2233,21,242,57,1,1995,1995-04-30,8,6,1:28.343,\N,\N
2234,21,242,56,17,1995,1995-04-30,15,7,1:28.516,\N,\N
2235,21,242,65,22,1995,1995-04-30,6,8,1:29.350,\N,\N
2236,21,242,95,1,1995,1995-04-30,7,9,1:29.517,\N,\N
2237,21,242,22,17,1995,1995-04-30,14,10,1:29.551,\N,\N
2238,21,242,81,29,1995,1995-04-30,9,11,1:29.582,\N,\N
2239,21,242,44,27,1995,1995-04-30,26,12,1:30.760,\N,\N
2240,21,242,63,25,1995,1995-04-30,4,13,1:31.035,\N,\N
2241,21,242,49,15,1995,1995-04-30,30,14,1:31.358,\N,\N
2242,21,242,79,25,1995,1995-04-30,3,15,1:31.630,\N,\N
2243,21,242,88,27,1995,1995-04-30,25,16,1:31.913,\N,\N
2244,21,242,50,31,1995,1995-04-30,12,17,1:32.156,\N,\N
2245,21,242,94,18,1995,1995-04-30,23,18,1:32.445,\N,\N
2246,21,242,89,29,1995,1995-04-30,10,19,1:32.710,\N,\N
2247,21,242,69,18,1995,1995-04-30,24,20,1:33.071,\N,\N
2248,21,242,91,15,1995,1995-04-30,29,21,1:33.494,\N,\N
2249,21,242,92,30,1995,1995-04-30,16,22,1:33.892,\N,\N
2250,21,242,93,31,1995,1995-04-30,11,23,1:33.965,\N,\N
2251,21,242,85,30,1995,1995-04-30,17,24,1:35.169,\N,\N
2252,21,242,90,28,1995,1995-04-30,22,25,1:36.065,\N,\N
2253,21,242,64,28,1995,1995-04-30,21,26,1:36.624,\N,\N
2254,4,243,30,22,1995,1995-05-14,1,1,1:21.452,\N,\N
2255,4,243,55,6,1995,1995-05-14,27,2,1:22.052,\N,\N
2256,4,243,77,6,1995,1995-05-14,28,3,1:22.071,\N,\N
2257,4,243,14,3,1995,1995-05-14,6,4,1:22.332,\N,\N
2258,4,243,71,3,1995,1995-05-14,5,5,1:22.349,\N,\N
2259,4,243,56,17,1995,1995-05-14,15,6,1:23.352,\N,\N
2260,4,243,65,22,1995,1995-05-14,2,7,1:23.536,\N,\N
2261,4,243,22,17,1995,1995-05-14,14,8,1:23.705,\N,\N
2262,4,243,57,1,1995,1995-05-14,8,9,1:23.833,\N,\N
2263,4,243,95,1,1995,1995-05-14,7,10,1:23.927,\N,\N
2264,4,243,84,27,1995,1995-05-14,25,11,1:24.727,\N,\N
2265,4,243,49,15,1995,1995-05-14,30,12,1:24.802,\N,\N
2266,4,243,63,25,1995,1995-05-14,4,13,1:24.971,\N,\N
2267,4,243,81,29,1995,1995-05-14,9,14,1:25.053,\N,\N
2268,4,243,44,27,1995,1995-05-14,26,15,1:25.204,\N,\N
2269,4,243,50,31,1995,1995-05-14,12,16,1:25.827,\N,\N
2270,4,243,79,25,1995,1995-05-14,3,17,1:25.946,\N,\N
2271,4,243,89,29,1995,1995-05-14,10,18,1:26.059,\N,\N
2272,4,243,94,18,1995,1995-05-14,23,19,1:26.619,\N,\N
2273,4,243,91,15,1995,1995-05-14,29,20,1:27.007,\N,\N
2274,4,243,69,18,1995,1995-05-14,24,21,1:27.345,\N,\N
2275,4,243,93,31,1995,1995-05-14,11,22,1:27.575,\N,\N
2276,4,243,85,30,1995,1995-05-14,17,23,1:28.094,\N,\N
2277,4,243,92,30,1995,1995-05-14,16,24,1:28.598,\N,\N
2278,4,243,90,28,1995,1995-05-14,22,25,1:28.963,\N,\N
2279,4,243,64,28,1995,1995-05-14,21,26,1:29.540,\N,\N
2280,6,244,71,3,1995,1995-05-28,5,1,1:21.952,\N,\N
2281,6,244,30,22,1995,1995-05-28,1,2,1:22.742,\N,\N
2282,6,244,14,3,1995,1995-05-28,6,3,1:23.109,\N,\N
2283,6,244,77,6,1995,1995-05-28,28,4,1:23.220,\N,\N
2284,6,244,55,6,1995,1995-05-28,27,5,1:23.754,\N,\N
2285,6,244,57,1,1995,1995-05-28,8,6,1:23.857,\N,\N
2286,6,244,65,22,1995,1995-05-28,2,7,1:23.885,\N,\N
2287,6,244,84,27,1995,1995-05-28,26,8,1:24.447,\N,\N
2288,6,244,56,17,1995,1995-05-28,15,9,1:24.857,\N,\N
2289,6,244,87,1,1995,1995-05-28,7,10,1:24.933,\N,\N
2290,6,244,22,17,1995,1995-05-28,14,11,1:25.081,\N,\N
2291,6,244,44,27,1995,1995-05-28,26,12,1:25.125,\N,\N
2292,6,244,81,29,1995,1995-05-28,9,13,1:25.447,\N,\N
2293,6,244,49,15,1995,1995-05-28,30,14,1:25.661,\N,\N
2294,6,244,79,25,1995,1995-05-28,3,15,1:25.808,\N,\N
2295,6,244,69,18,1995,1995-05-28,24,16,1:25.969,\N,\N
2296,6,244,63,25,1995,1995-05-28,4,17,1:26.473,\N,\N
2297,6,244,94,18,1995,1995-05-28,23,18,1:26.913,\N,\N
2298,6,244,96,15,1995,1995-05-28,29,19,1:27.145,\N,\N
2299,6,244,93,31,1995,1995-05-28,11,20,1:28.337,\N,\N
2300,6,244,92,30,1995,1995-05-28,16,21,1:29.039,\N,\N
2301,6,244,64,28,1995,1995-05-28,21,22,1:29.244,\N,\N
2302,6,244,50,31,1995,1995-05-28,12,23,1:29.391,\N,\N
2303,6,244,90,28,1995,1995-05-28,22,24,1:29.608,\N,\N
2304,6,244,85,30,1995,1995-05-28,17,25,1:30.149,\N,\N
2305,6,244,89,29,1995,1995-05-28,10,26,1:31.542,\N,\N
2306,7,245,30,22,1995,1995-06-11,1,1,1:27.661,\N,\N
2307,7,245,71,3,1995,1995-06-11,5,2,1:28.039,\N,\N
2308,7,245,14,3,1995,1995-06-11,6,3,1:28.091,\N,\N
2309,7,245,77,6,1995,1995-06-11,28,4,1:28.189,\N,\N
2310,7,245,55,6,1995,1995-06-11,27,5,1:28.474,\N,\N
2311,7,245,65,22,1995,1995-06-11,2,6,1:28.498,\N,\N
2312,7,245,57,1,1995,1995-06-11,8,7,1:28.910,\N,\N
2313,7,245,56,17,1995,1995-06-11,15,8,1:29.021,\N,\N
2314,7,245,22,17,1995,1995-06-11,14,9,1:29.171,\N,\N
2315,7,245,87,1,1995,1995-06-11,7,10,1:29.641,\N,\N
2316,7,245,44,27,1995,1995-06-11,26,11,1:29.809,\N,\N
2317,7,245,49,15,1995,1995-06-11,30,12,1:30.017,\N,\N
2318,7,245,81,29,1995,1995-06-11,9,13,1:30.159,\N,\N
2319,7,245,84,27,1995,1995-06-11,25,14,1:30.255,\N,\N
2320,7,245,63,25,1995,1995-06-11,4,15,1:30.657,\N,\N
2321,7,245,79,25,1995,1995-06-11,3,16,1:31.382,\N,\N
2322,7,245,94,18,1995,1995-06-11,23,17,1:31.445,\N,\N
2323,7,245,96,15,1995,1995-06-11,29,18,1:31.838,\N,\N
2324,7,245,69,18,1995,1995-06-11,24,19,1:31.853,\N,\N
2325,7,245,92,30,1995,1995-06-11,16,20,1:32.841,\N,\N
2326,7,245,85,30,1995,1995-06-11,17,21,1:32.894,\N,\N
2327,7,245,89,29,1995,1995-06-11,10,22,1:32.995,\N,\N
2328,7,245,90,28,1995,1995-06-11,22,23,1:34.000,\N,\N
2329,7,245,64,28,1995,1995-06-11,21,24,1:34.982,\N,\N
2330,8,246,71,3,1995,1995-07-02,5,1,1:17.225,\N,\N
2331,8,246,30,22,1995,1995-07-02,1,2,1:17.512,\N,\N
2332,8,246,14,3,1995,1995-07-02,6,3,1:17.925,\N,\N
2333,8,246,55,6,1995,1995-07-02,27,4,1:18.761,\N,\N
2334,8,246,22,17,1995,1995-07-02,14,5,1:18.810,\N,\N
2335,8,246,44,27,1995,1995-07-02,26,6,1:19.047,\N,\N
2336,8,246,77,6,1995,1995-07-02,28,7,1:19.051,\N,\N
2337,8,246,57,1,1995,1995-07-02,8,8,1:19.238,\N,\N
2338,8,246,84,27,1995,1995-07-02,25,9,1:19.384,\N,\N
2339,8,246,65,22,1995,1995-07-02,2,10,1:19.555,\N,\N
2340,8,246,56,17,1995,1995-07-02,15,11,1:19.845,\N,\N
2341,8,246,49,15,1995,1995-07-02,30,12,1:20.309,\N,\N
2342,8,246,87,1,1995,1995-07-02,7,13,1:20.527,\N,\N
2343,8,246,63,25,1995,1995-07-02,4,14,1:20.796,\N,\N
2344,8,246,96,15,1995,1995-07-02,29,15,1:20.943,\N,\N
2345,8,246,81,29,1995,1995-07-02,9,16,1:21.076,\N,\N
2346,8,246,69,18,1995,1995-07-02,24,17,1:21.323,\N,\N
2347,8,246,89,29,1995,1995-07-02,10,18,1:21.894,\N,\N
2348,8,246,79,25,1995,1995-07-02,3,19,1:21.930,\N,\N
2349,8,246,94,18,1995,1995-07-02,23,20,1:22.104,\N,\N
2350,8,246,85,30,1995,1995-07-02,17,21,1:23.466,\N,\N
2351,8,246,92,30,1995,1995-07-02,16,22,1:23.647,\N,\N
2352,8,246,64,28,1995,1995-07-02,21,23,1:24.184,\N,\N
2353,8,246,90,28,1995,1995-07-02,22,24,1:24.865,\N,\N
2354,9,247,71,3,1995,1995-07-16,5,1,1:28.124,\N,\N
2355,9,247,30,22,1995,1995-07-16,1,2,1:28.397,\N,\N
2356,9,247,14,3,1995,1995-07-16,6,3,1:28.947,\N,\N
2357,9,247,77,6,1995,1995-07-16,28,4,1:29.657,\N,\N
2358,9,247,65,22,1995,1995-07-16,2,5,1:29.867,\N,\N
2359,9,247,55,6,1995,1995-07-16,27,6,1:29.874,\N,\N
2360,9,247,56,17,1995,1995-07-16,15,7,1:30.083,\N,\N
2361,9,247,57,1,1995,1995-07-16,8,8,1:30.140,\N,\N
2362,9,247,22,17,1995,1995-07-16,14,9,1:30.354,\N,\N
2363,9,247,87,1,1995,1995-07-16,7,10,1:30.453,\N,\N
2364,9,247,84,27,1995,1995-07-16,25,11,1:30.946,\N,\N
2365,9,247,49,15,1995,1995-07-16,30,12,1:31.602,\N,\N
2366,9,247,44,27,1995,1995-07-16,26,13,1:31.842,\N,\N
2367,9,247,79,25,1995,1995-07-16,3,14,1:32.087,\N,\N
2368,9,247,94,18,1995,1995-07-16,23,15,1:32.259,\N,\N
2369,9,247,96,15,1995,1995-07-16,29,16,1:33.166,\N,\N
2370,9,247,97,29,1995,1995-07-16,9,17,1:34.154,\N,\N
2371,9,247,69,18,1995,1995-07-16,24,18,1:34.556,\N,\N
2372,9,247,89,29,1995,1995-07-16,10,19,1:35.323,\N,\N
2373,9,247,64,28,1995,1995-07-16,21,20,1:36.023,\N,\N
2374,9,247,92,30,1995,1995-07-16,16,21,1:36.076,\N,\N
2375,9,247,90,28,1995,1995-07-16,22,22,1:36.651,\N,\N
2376,9,247,63,25,1995,1995-07-16,3,23,1:48.639,\N,\N
2377,9,247,85,30,1995,1995-07-16,17,24,1:52.398,\N,\N
2378,10,248,71,3,1995,1995-07-30,5,1,1:44.385,\N,\N
2379,10,248,30,22,1995,1995-07-30,1,2,1:44.465,\N,\N
2380,10,248,14,3,1995,1995-07-30,6,3,1:44.540,\N,\N
2381,10,248,77,6,1995,1995-07-30,28,4,1:45.553,\N,\N
2382,10,248,22,17,1995,1995-07-30,14,5,1:45.765,\N,\N
2383,10,248,56,17,1995,1995-07-30,15,6,1:45.846,\N,\N
2384,10,248,57,1,1995,1995-07-30,8,7,1:45.849,\N,\N
2385,10,248,87,1,1995,1995-07-30,7,8,1:46.221,\N,\N
2386,10,248,65,22,1995,1995-07-30,2,9,1:46.315,\N,\N
2387,10,248,55,6,1995,1995-07-30,27,10,1:46.356,\N,\N
2388,10,248,49,15,1995,1995-07-30,30,11,1:46.801,\N,\N
2389,10,248,44,27,1995,1995-07-30,26,12,1:47.372,\N,\N
2390,10,248,63,25,1995,1995-07-30,4,13,1:47.507,\N,\N
2391,10,248,96,15,1995,1995-07-30,29,14,1:47.636,\N,\N
2392,10,248,97,29,1995,1995-07-30,9,15,1:48.093,\N,\N
2393,10,248,69,18,1995,1995-07-30,24,16,1:49.302,\N,\N
2394,10,248,79,25,1995,1995-07-30,3,17,1:49.402,\N,\N
2395,10,248,88,27,1995,1995-07-30,25,18,1:49.716,\N,\N
2396,10,248,89,29,1995,1995-07-30,10,19,1:49.892,\N,\N
2397,10,248,94,18,1995,1995-07-30,23,20,1:49.990,\N,\N
2398,10,248,64,28,1995,1995-07-30,21,21,1:52.961,\N,\N
2399,10,248,90,28,1995,1995-07-30,22,22,1:53.405,\N,\N
2400,10,248,85,30,1995,1995-07-30,17,23,1:53.492,\N,\N
2401,10,248,86,30,1995,1995-07-30,16,24,1:54.625,\N,\N
2402,11,249,71,3,1995,1995-08-13,5,1,1:16.982,\N,\N
2403,11,249,14,3,1995,1995-08-13,6,2,1:17.366,\N,\N
2404,11,249,30,22,1995,1995-08-13,1,3,1:17.558,\N,\N
2405,11,249,77,6,1995,1995-08-13,28,4,1:18.059,\N,\N
2406,11,249,57,1,1995,1995-08-13,8,5,1:18.363,\N,\N
2407,11,249,55,6,1995,1995-08-13,27,6,1:18.968,\N,\N
2408,11,249,56,17,1995,1995-08-13,15,7,1:19.499,\N,\N
2409,11,249,84,27,1995,1995-08-13,25,8,1:19.748,\N,\N
2410,11,249,65,22,1995,1995-08-13,2,9,1:20.072,\N,\N
2411,11,249,44,27,1995,1995-08-13,26,10,1:20.160,\N,\N
2412,11,249,49,15,1995,1995-08-13,30,11,1:20.413,\N,\N
2413,11,249,69,18,1995,1995-08-13,24,12,1:20.543,\N,\N
2414,11,249,87,1,1995,1995-08-13,7,13,1:20.640,\N,\N
2415,11,249,22,17,1995,1995-08-13,14,14,1:20.902,\N,\N
2416,11,249,83,18,1995,1995-08-13,23,15,1:21.156,\N,\N
2417,11,249,63,25,1995,1995-08-13,4,16,1:21.624,\N,\N
2418,11,249,79,25,1995,1995-08-13,3,17,1:21.702,\N,\N
